"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[product-overall]","[product]","[]","81.37","0","109817","positive","100.0","My cat literally went crazy while it had this product.","amzn1.account.AGHV42CKCCIOMQAUUAEOX3VJTGFA","Donald Ivan","[[crazy]]","Amazon India","R14E654IYYYR98","5.0 out of 5 stars","Dear Donald Ivan, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[food-condition]","[dry]","[]","94.87","0","106340","positive","100.0","Excellent quality dry cat food","amzn1.account.AHQJSU5FWAG3AGY2NBJMU3AR5MHA","SS","[[excellent]]","Amazon India","R14EJ5KCMD5Z5X","5.0 out of 5 stars","Dear SS, At pedigree customers are our top priority, glad to know that we are able to live up to that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","86.19","0","110500","positive","98.0","My GS just loves this.","amzn1.account.AEG4AB2P7LSNISZJZCJK4GHXXF3A","Amazon Customer","[[loves]]","Amazon India","R14ESYY7XYPOWI","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","92.97","0","106193","positive","96.0","Loved by my cat. The switching over from kitten food took about a month, but my cat loves it now.","amzn1.account.AFCRPMA235DGAZL7LVVPX5F4V23Q","Saranya M","[[loved, loves]]","Amazon India","R14G2CTJ1NXF4J","5.0 out of 5 stars","Dear Saranya M,Thanks, we appreciate your feedback. "
"[]","[]","[]","86.19","0","106686","positive","98.0","Our Snowball loves it.","amzn1.account.AFCM5ZTEJJQ74VQYJEWRXJAEZOXA","Sagar","[[loves]]","Amazon India","R14GB4G9AUXV9R","5.0 out of 5 stars","Dear Sagar,Thanks, we appreciate your feedback. "
"[]","[]","[]","97.15","0","111103","positive","98.0","my 9 year old german shephrd loved it :)","amzn1.account.AGGL7HYNAKCV3EJNV3YSZETABAPQ","Parth","[[loved]]","Amazon India","R14HKXHTPIIGAC","5.0 out of 5 stars","Dear Parth,Thanks, we appreciate your feedback. "
"[]","[]","[]","38.41","0","113148","positive","98.0","OK","amzn1.account.AFO2O52CUSOKPCJWV3XV3HQCPKEQ","Akshay","[]","Amazon India","R14I8EWCGCC2PW","5.0","Dear Akshay,Thanks, we appreciate your feedback. "
"[]","[]","[]","94.87","0","110984","positive","98.0","Both my kitten and lactating mother cat love it.","amzn1.account.AHIITFW7A3B4YAOOHXARX3IR6JRQ","Amazon Customer","[[love]]","Amazon India","R14JUM758RRFZ7","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","47.725","0","110690","positive","100.0","Best product","amzn1.account.AGIYFKIO2LOVCWUMPGILFYS6RZUQ","MoNty","[[best]]","Amazon India","R14KUA1JEODVL9","5.0 out of 5 stars","Dear MoNty, Super happy to know pedigree was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","49.1","0","112704","positive","98.0","Very good Product - My kitten love to eat.  I bought this every now and then but not using it on daily basis.","amzn1.account.AE2XI7C5NW4BRVGAHIZ6JQCR3UZQ","PANKAJ","[[good, love, very good]]","Amazon India","R14KYQ8FLR463H","5.0","Dear PANKAJ, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[dog-user-breed, product-overall, likability]","[shepherd, german shepherd, product]","[[does not like]]","-95.69","0","106810","negative","100.0","very bad product my german shepherd does not like it","amzn1.account.AESCJVQ5BONATCURAQ2H4MCKCLAA","laanu","[[bad, like, very bad]]","Amazon India","R14M3K21HNG0FD","1.0 out of 5 stars","Dear laanu, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[body-parts-skin, food-ingredients, product-overall, health]","[coat, chicken, veggies, meat, rice, chicken and rice, pedigree, dog, dog food]","[[healthy]]","48.9188888889","0","108011","positive","100.0","Pedigree chicken and Veggies is the best dog food that you can give to your dog. Sure there are more refined/costlier foods available, but overall, and for daily usage, Pedigree is the most convenient option as per my choice.I tried Meat and Rice but my dog got fed up in a few days so coming back to this again. Also, meat and rice makes my dog's poop green which shouldnt normally be the case. This one bought his stool color back to normal in 3 days.I feed him pedigree in afternoon and night, boiled chicken and Rice in morning. And this seems to be a very good choice. He is healthy and has a good coat, digestion and is very playful. I prefer this over brands like drools.","amzn1.account.AEVCLHTKF57SIALUC2DSWH27WREA","Subhrajit Nath","[[best, available, convenient, normal, good, healthy, playful, prefer, like, the best, fed up, very good, a good, a very good, has a good]]","Amazon India","R14M8IW03SIILN","5.0","Dear Subhrajit Nath, Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers, packaging]","[amazon, packet]","[]","-22.6033333333","0","108173","negative","100.0","The packet was chewed and contents were spilled in the outer packet...but amazon arranged the return immediately..i wish an exchange could b done instead of return.","amzn1.account.AELSFNACBYCATPCNZPBA3ZKNA5GA","anna","[[spilled]]","Amazon India","R14N4LG1IVZ1FP","1.0","Dear anna, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[dog-user-breed]","[gsd]","[]","-31.6233333333","0","112776","negative","98.0","My labra didn't love it. He is such a foody but still he don't eat this food. Had to feed it to my GSD.","amzn1.account.AGOCZ5PEUW2I3OZRQT6MMAZE5UGA","Don","[[love]]","Amazon India","R14NAUVYK66XW3","1.0","Dear Don, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall]","[product, pedigree, pup]","[]","13.8233333333","0","109613","positive","100.0","Finally, a veggie product from Pedigree. My pup loves it. Expect some more.","amzn1.account.AHDQVVTJIP6VT4II2Y52AIGAMZEA","Amazon Customer","[[loves]]","Amazon India","R14P7PRA7NEJB7","5.0 out of 5 stars","Dear Amazon Customer, We're happy that you and your dog are happy with the product! Thanks for writing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","43.71","0","108816","positive","98.0","LOVELY","amzn1.account.AESIOUTMFVYEXUWQDVUDHPJGSCAA","SATHISH KUMAR.R","[]","Amazon India","R14P86RBPHPKVL","5.0 out of 5 stars","Dear SATHISH KUMAR.R,Thanks, we appreciate your feedback. "
"[dog-user-breed]","[rottweiler]","[]","96.15","0","113286","positive","100.0","My Rottweiler loved it.","amzn1.account.AFWYKTMNYAGHKAJFBDVHW6BFCNPA","Vikram singh","[[loved]]","Amazon India","R14Q2WTA4R120B","4.0","Dear Vikram singh, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-dimensions, vfm]","[size, size]","[]","57.53","0","109088","positive","100.0","Arrived on time.My Dogs likes it.Really wish you had it in a bigger size.....","amzn1.account.AHN57SFQRDC53WNTDAUXT4TMPCZQ","Vineeth","[[likes]]","Amazon India","R14Q4K08XVDKOH","5.0 out of 5 stars","Dear Vineeth, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers, product-overall, service]","[amazon, product, dog, service]","[]","98.39","0","110370","positive","100.0","Good service by Amazon and product is so good my dog loves it","amzn1.account.AHUS6XWPJP5GMXHYTVQVYIDTF7MA","Amazon Customer","[[good, loves, so good]]","Amazon India","R14Q9YVS2AG2S1","5.0 out of 5 stars","Dear Amazon Customer, Super happy to know pedigree was preferred by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[]","[[recommend]]","89.33","0","106613","positive","98.0","Fine quality in all respect.i recommend it.","amzn1.account.AG5SZCIWX7Y4EEQWRM2UPOK2E4FA","Mahendra K","[[fine, recommend]]","Amazon India","R14SDIJV8Q4ZIU","5.0 out of 5 stars","We are happy that the product met your expectations! Thanks Mahendra K for leaving the review."
"[product-overall]","[product]","[]","44.245","0","108724","positive","100.0","Good Product","amzn1.account.AFFVO5DSGAV25BLHY3POXQMFAATQ","The Genuine Reviewer","[[good]]","Amazon India","R14SGK1T3X8S4Z","5.0 out of 5 stars","Dear The Genuine Reviewer, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[taste]","[taste]","[]","44.895","0","110656","positive","98.0","Don't think it removes any tartar as my golden Retreiver eats it in less than 2 minutes. But he loves the taste.","amzn1.account.AHWTZBOZPZDEFKHC3EGTXSMGUSZQ","R K","[[golden, less, loves]]","Amazon India","R14TBKO7FYLCU8","3.0","Dear R K, We're upbeat that you and your dog are content with the product! Thanks for composing back! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","107155","positive","98.0","Good","amzn1.account.AGKF4J3O4FQEKJYR7K5QBGSV64HQ","jbsmanyam","[]","Amazon India","R14UCJ4FNPVHIJ","5.0 out of 5 stars","Dear jbsmanyam,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","44.245","0","110195","positive","100.0","Good product","amzn1.account.AF2QVO4SVDULYUICNJLVBJIGPFLA","Anita Sharma","[[good]]","Amazon India","R14UHMFU8I0SWQ","5.0","Dear Anita Sharma, We're pleased to know your dog appreciates pedigree. Do continue imparting more pedigree encounters to all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[pedigree]","[]","-53.3933333333","0","108534","negative","98.0","Please do not bit packaged food for Ur pups. Pedigree doesn't care about the well being of animals. Even after several complaints nothing has been done.","amzn1.account.AFWQ7BZJKCUYTO62QTBH7ZOKYX5A","Sam","[[well, complaints]]","Amazon India","R14USURZSC8AH","1.0 out of 5 stars","Dear Sam, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall]","[dog]","[]","96.35","0","113058","positive","100.0","Hope my dog will appreciate this food","amzn1.account.AHFVO7VIZTOO7QFNIAX5ESAFA6YQ","Pariskar","[[appreciate]]","Amazon India","R14UW6KZPN6QPS","3.0","Dear Pariskar, Our customers are our first priority. We are happy that the food was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers, service]","[amazon, service]","[]","90.26","0","108869","positive","100.0","Its good. I found a new way of convenient service to my lovely pet. i love amazon.","amzn1.account.AFHYX4APNNCWXEUOGUKIEP74W7CA","Rajani Dadi","[[good, convenient, lovely, love]]","Amazon India","R14VH64NBICCUU","5.0 out of 5 stars","Dear Rajani Dadi, Super happy to know pedigree was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dentastix, puppy]","[]","0.0","0","110709","negative","100.0","Dentastix helped my puppy a lot during the teething phase.","amzn1.account.AHZ7THQJWTBOEJOG2ZPGIVDYOILA","Vipal Divecha","[[helped]]","Amazon India","R14VSF5TZN5HKL","5.0","Dear Vipal Divecha, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[food-condition, food-ingredients, packaging, product-dimensions, product-overall, vfm]","[dry, supplement, rice, box, packets, size, dog, size]","[]","69.1077777778","0","110508","positive","100.0","A good supplement for picky eaters.I have a senior dog who absolutely loves it. He will lick his bowl clean whenever I add the gravy to any food. A few things to keep in mind which worked for my dog and I hope it helps with yours as well are:1. It is better to give it max 2-3 times a week as an addition to the food your dog takes.2. You can mix it with rice, can also give it with the dry food (adjust the portion size accordingly), chapatis, bread,eggs etc.The box contain 15 packets which don't require refrigeration if unopened.And lastly if you have a senior dog like mine, introduce the food in small portions.Thanks for reading the review.","amzn1.account.AEUS7YSMKZQA6V6NWPOND6M7WUAA","mansi mudgal","[[good, picky, loves, clean, worked, helps, well, better, like, a good]]","Amazon India","R14WY1DBDLPYOH","5.0 out of 5 stars","Dear mansi mudgal, At pedigree clients are our top priority, happy to realize that we can satisfy that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
